Date,open,high,low,close,volume
2020-01-02,10.591187661552784,10.845490455627441,10.532686259427852,10.845490455627441,131072000
2020-01-03,10.421651692731071,10.745201540935625,10.415681771966632,10.550594329833984,145180000
2020-01-06,10.299872810519252,10.754753654041943,10.261667683773611,10.751172065734863,128095200
2020-01-07,10.761916879467181,10.838327133305025,10.64491407678889,10.738039016723633,107699200
2020-01-08,10.740423951022859,11.136802392581039,10.689085738220962,10.985176086425781,159164800
2020-01-09,11.25022518656164,11.325441261223341,11.069944347555047,11.262164115905762,145423200
2020-01-10,11.388719710962983,11.398271219885043,11.118895504647918,11.170233726501465,137604000
2020-01-13,11.309921075335884,11.566611251837523,11.259776113211174,11.56064224243164,116558400
2020-01-14,11.530792594637953,11.598845484836922,11.368420626640097,11.425727844238281,145737600
2020-01-15,11.435281174631706,11.59645900229561,11.320665810273331,11.432893753051758,133003200
2020-01-16,11.594071734436879,11.758831152096159,11.524824666234966,11.751667976379395,121100800
2020-01-17,11.904487105463463,11.955825317631872,11.731370365599822,11.92717170715332,144402400
2020-01-21,11.823302927510468,12.000002192768022,11.81494558522084,11.92120361328125,138882400
2020-01-22,12.085962323028152,12.212516606647945,11.96060129465928,12.002388000488281,136148800
2020-01-23,11.97851170509537,12.128943865695796,11.81613970337384,12.113423347473145,143588800
2020-01-24,12.285345975425741,12.322356929773528,11.641827935316568,11.799424171447754,239374400
2020-01-27,11.01383136049333,11.264552542620843,10.766691766400466,11.069945335388184,198626400
2020-01-28,11.300368869251367,11.66092962467006,11.220377043274112,11.584519386291504,171862400
2020-01-29,11.775547360461243,11.814946653767912,11.483039442987772,11.62630844116211,137877600
2020-01-30,11.413790040934597,11.77196337429582,11.300368849722966,11.757637023925781,200249600
2020-01-31,11.900905242429742,11.90926258324587,11.073524858105808,11.17978286743164,220384000
2020-02-03,11.355289640285301,11.779128486020934,11.333799201977088,11.693166732788086,173688000
2020-02-04,12.177894490494904,12.565915638476358,12.060890789700117,12.49189281463623,140248800
2020-02-05,12.961098406244123,12.963486738500409,12.403542149925944,12.636354446411133,174612000
2020-02-06,12.716349890792992,12.958713746183816,12.585019826050612,12.94438648223877,113132800
2020-02-07,12.77246209537344,12.990947147177682,12.669785661899564,12.777236938476562,154052000
2020-02-10,12.653070956932256,13.24166919908362,12.643519448978342,13.238086700439453,123248800
2020-02-11,13.455379966915281,13.595068281080778,13.1425757897385,13.247639656066895,193770400
2020-02-12,13.478062981510575,13.652373901165648,13.383743890780694,13.635659217834473,121608000
2020-02-13,13.346735930732551,13.741920320965292,13.297785125079173,13.5831298828125,155282400
2020-02-14,13.636854195671354,13.728784959464322,13.500748388512841,13.67505931854248,113969600
2020-02-18,13.481644666645206,13.781316624331136,13.442245379559093,13.698936462402344,130167200
2020-02-19,13.946077026901204,14.183666021607767,13.897127139284803,14.095315933227539,105627200
2020-02-20,14.004579062956314,14.085765062861757,13.179585967528784,13.694161415100098,227657600
2020-02-21,13.498361505216875,13.560445405849345,12.742616308816588,12.910957336425781,207107200
2020-02-24,11.494978156174776,11.888969259999167,11.178591471089378,11.423343658447266,269674400
2020-02-25,11.691972190946217,11.808975887061756,10.379864062677779,10.499255180358887,300793600
2020-02-26,10.65924019250591,11.190531280088004,10.404937407515003,10.643719673156738,335736000
2020-02-27,9.825889505285168,10.316587079604474,9.023581036007412,9.052234649658203,425116000
2020-02-28,8.167547757552132,9.244455364794513,8.058901390472016,9.193117141723633,494222400
2020-03-02,9.464134380906698,10.475377387767475,9.07014420232436,10.447917938232422,363518400
2020-03-03,10.550592072088362,10.924285895571323,9.178787646416131,9.464132308959961,548126400
2020-03-04,9.973936101011281,10.64372047976487,9.706500198272543,10.612678527832031,315827200
2020-03-05,9.81872602646369,10.358374430434417,9.44264379435102,9.681426048278809,386972000
2020-03-06,8.683315574551356,9.322057812004216,8.476768559565478,9.174012184143066,393519200
2020-03-09,7.346135716123478,8.255896409186585,7.282858566126124,7.310318470001221,406964800
2020-03-10,8.116209119063853,8.468412575230523,7.282858661589029,8.448116302490234,456252800
2020-03-11,7.853548985097474,8.026666683340265,7.0440772076539675,7.361657619476318,430928000
2020-03-12,5.909860052123971,6.8649889494369365,5.300965562263335,5.3439459800720215,618225600
2020-03-13,6.236992478719287,6.842305437136784,5.379764177384022,6.786191463470459,556290400
2020-03-16,4.830564400348375,5.802408002924812,4.416277541276599,4.447319030761719,658290400
2020-03-17,4.701622012737706,5.389314602055071,4.268232158364887,5.172022819519043,762020800
2020-03-18,4.333897885268827,4.954731846248394,3.9076715917979206,4.693265438079834,848999200
2020-03-19,4.638345179419326,5.2627611848701115,4.298080643949712,4.801911354064941,804808800
2020-03-20,5.132625910171132,5.229332453415955,4.190629322665945,4.239579677581787,782255200
2020-03-23,4.289723185870642,4.536862779809177,3.8527516837171873,4.252711772918701,820073600
2020-03-24,4.922495864317345,5.2221678330828345,4.791165813389996,5.200677394866943,829824000
2020-03-25,5.277087974452957,5.711671609624199,4.904587780797752,5.080092430114746,834874400
2020-03-26,5.232913472699595,5.969556529874407,5.213810454580618,5.907473087310791,649240000
2020-03-27,5.447817405654404,5.770173548703017,5.228137707582262,5.293802738189697,557143200
2020-03-30,5.441847477782826,5.895533643492576,5.372600409449364,5.850164890289307,416621600
2020-03-31,5.803603281091865,6.152225184841944,5.594668789950386,5.687793731689453,731904000
2020-04-01,5.205452339376934,5.458561826599305,4.849666877648452,4.98219108581543,535589600
2020-04-02,4.9189152110548315,5.293803329366182,4.867576982833486,5.277088642120361,467531200
2020-04-03,5.236494401678049,5.370212323590612,4.878321054974389,5.064570903778076,554484000
2020-04-06,5.624516683051706,6.23102343793792,5.53497332797559,6.124765396118164,518616800
2020-04-07,6.673964786182164,6.720527257060474,6.088948028699338,6.112826347351074,658009600
