Date,open,high,low,close,volume
2020-01-02,206.62136514720623,208.31752014160156,206.2166048976854,208.31752014160156,30969400
2020-01-03,205.56126953883566,207.65253804386754,205.54199104101832,206.40933227539062,27518900
2020-01-06,204.79035534234592,207.76824450960788,204.53979361320714,207.7393341064453,21655300
2020-01-07,207.81644367852164,208.29830336194476,207.05511184899692,207.71043395996094,22139300
2020-01-08,207.68147573820852,210.2256936926872,207.35381475816808,209.2716064453125,26397300
2020-01-09,210.99667194156035,211.4496211160876,209.81130151076144,211.04486083984375,23547000
2020-01-10,211.87369761708334,211.89296141567695,210.1293533018385,210.5052032470703,21898500
2020-01-13,211.37251085100866,212.96264147553393,211.03520328571597,212.93373107910156,22756900
2020-01-14,212.82771232476054,213.1842983742143,211.76763018862817,212.0952911376953,24418100
2020-01-15,212.21099353336876,213.17471286340694,211.4882040358401,212.1820831298828,25742100
2020-01-16,213.24214879216402,214.2540568803451,212.7891995975038,214.2154998779297,18805000
2020-01-17,215.1792264438915,215.44906664930056,214.0613086185179,215.27560424804688,24325200
2020-01-21,214.67809161639136,215.71891015540382,214.58172851594986,215.17922973632812,21146300
2020-01-22,216.26826520027365,216.98140811565986,215.47800826624083,215.7478485107422,20736400
2020-01-23,215.62254365281586,216.53807397110154,214.62026742875648,216.4416961669922,26496100
2020-01-24,217.45362212723066,217.68492005295363,213.62765533221824,214.6202850341797,37436500
2020-01-27,209.7727574021594,211.32434590904438,209.30052969825945,210.18716430664062,42264400
2020-01-28,211.67127432239474,213.90710981738343,211.11231544864756,213.4156036376953,26731900
2020-01-29,214.6010196369946,214.84194947655752,212.81814764734324,213.76258850097656,28924500
2020-01-30,212.38443750851857,214.62025835852046,211.71946892175637,214.52389526367188,39568100
2020-01-31,215.4201582903583,215.4490686908412,210.37026423164505,211.12197875976562,52015800
2020-02-03,212.15316835851743,214.80339646155866,212.0086163440638,214.31190490722656,25408600
2020-02-04,217.24164203499046,219.59311990406226,216.4995739226573,219.21726989746094,30691200
2020-02-05,221.85783977439928,221.89638207841796,218.61974214478676,219.94003295898438,38534800
2020-02-06,220.48930058555015,221.89633703223683,219.7086904172244,221.83851623535156,22467100
2020-02-07,220.8459334036583,222.07949301551,220.24841739731195,220.8844757080078,25884900
2020-02-10,220.1520273099652,223.5635869767346,220.09420650793012,223.553955078125,21478900
2020-02-11,224.78748526718863,225.52955310878127,223.00459900893256,223.59246826171875,30198000
2020-02-12,224.9127830863916,225.8765022499049,224.3538242069314,225.77049255371094,24471300
2020-02-13,224.19966631015285,226.40657712493302,223.92982607180042,225.48141479492188,22773200
2020-02-14,225.8378955337098,226.33903350587136,225.07656403241222,226.12701416015625,23438500
2020-02-18,225.02843564093837,226.63784495777347,224.78750583832496,226.21380615234375,24394500
2020-02-19,227.5630191349323,228.85439933217356,227.2931789356636,228.38217163085938,22230500
2020-02-20,227.881064684663,228.35327771487565,223.46722867060336,226.2620086669922,42604000
2020-02-21,225.13443741684185,225.51991920537787,221.0000886198206,221.91561889648438,66017200
2020-02-24,213.6372296195349,216.11399460955826,212.2687503480565,213.35775756835938,84522600
2020-02-25,215.15032589209045,215.86348344199496,206.9490802415388,207.55621337890625,97743000
2020-02-26,208.84762734251444,212.28809778410795,207.10328296219677,208.62596130371094,79537700
2020-02-27,203.24835649531946,208.56809015437068,198.04427913017778,198.17919921875,121822600
2020-02-28,191.4332013351709,199.6537257951151,190.98025208735027,198.33343505859375,148173700
2020-03-02,201.30167866717323,208.71268194284923,198.4683417612655,208.568115234375,112933900
2020-03-03,209.23304879579865,211.64234648139112,200.0873494874227,201.87986755371094,131953500
2020-03-04,205.58057742757472,210.4088051055295,203.7013133091228,210.30279541015625,73086200
2020-03-05,204.97348837069117,208.51033692195304,202.4774585707432,203.91339111328125,78705500
2020-03-06,197.2444047068585,201.5618625574141,195.54826422758003,200.47286987304688,89828400
2020-03-09,186.46038849463562,193.86175966862743,185.14009788357802,186.54713439941406,116424000
2020-03-10,193.8135845974811,196.887851447301,186.65314271484766,196.70474243164062,100599200
2020-03-11,192.11744874837703,193.4666498891897,185.7376169691897,188.1372833251953,89168800
2020-03-12,175.48360236117088,183.85832345301824,170.52045502046735,170.8866729736328,137820700
2020-03-13,180.28295071568397,187.4240985310272,171.66729905352958,185.3617401123047,134882000
2020-03-16,167.83169852373086,177.97966086952732,163.02274896298735,163.1576690673828,92054400
2020-03-17,169.1038092730566,177.70018277612678,163.62024466987097,175.5318145751953,121257100
2020-03-18,165.38386096925564,172.71776504502085,160.74837373270967,170.1928253173828,114156300
2020-03-19,169.31582748089275,176.83284013220916,165.4031299076033,171.21435546875,120896500
2020-03-20,175.14635103014504,176.2353438405754,163.92865895647157,164.5068817138672,118983900
2020-03-23,165.06988811250534,168.24728893287414,159.28490363355317,164.62564086914062,124639800
2020-03-24,173.75220719050068,177.53803521658511,171.8592858091959,177.3738555908203,94881800
2020-03-25,178.10782802254823,183.02360831419495,173.8197941915901,176.06039428710938,88754900
2020-03-26,177.57666225101244,186.1237584956269,177.3255665967264,185.33181762695312,79887600
2020-03-27,180.5319022785582,183.98937066803168,178.3396086346998,178.95770263671875,58845000
2020-03-30,180.6574955868197,185.90165065620462,179.96213784572416,185.467041015625,49356900
2020-03-31,185.15800618194586,188.56718379324212,182.72425402417431,183.8831787109375,62659300
2020-04-01,178.44587635715587,181.23695965981682,174.66970049575394,176.070068359375,53715400
2020-04-02,175.03669109377,183.59343984085174,174.7759282765093,179.64341735839844,56465300
2020-04-03,179.1992040847291,180.6671833428831,175.0850011915056,177.09381103515625,47487600
2020-04-06,183.96039860702896,190.88498780671335,182.7145581805265,189.75503540039062,64763500
2020-04-07,195.4434294706828,195.72351182460346,189.2914616817144,189.67776489257812,69904500
2020-04-08,191.36784950879945,194.28448711127223,189.45562374000278,193.7050323486328,45940400
2020-04-09,195.42416018310405,196.26437792469775,192.21778695074894,193.9851531982422,68252600
2020-04-13,193.15458086091047,196.45752242524904,191.94736473052978,196.08087158203125,42853900
2020-04-14,200.1371094360824,205.22673663075193,199.3548357625338,204.608642578125,63959600
2020-04-15,201.34435937904345,204.57970495968007,200.03090745435995,202.2618408203125,47036000
2020-04-16,204.44449203453112,207.03275664286102,202.51294600329027,205.9510955810547,64657400
2020-04-17,208.77116493330766,209.09952424373802,204.82115657291044,207.92127990722656,62863200
2020-04-20,206.05737759407793,208.49113026760497,205.2944232240377,205.45860290527344,38249100
2020-04-21,203.39178236872834,203.9326128448136,196.66034395322228,197.87721252441406,72932800
2020-04-22,201.9431545848085,205.08191705847247,201.1995051955896,203.7491455078125,40089100
2020-04-23,204.54103512758533,207.10034214349758,202.90889131228306,203.31451416015625,43278500
2020-04-24,203.74915566974008,206.9651819176913,202.32946800884645,206.5209197998047,34231900
2020-04-27,208.79046379039787,209.21540626124602,207.15830508942489,208.18202209472656,36451700
2020-04-28,209.8817921743748,209.8817921743748,203.9809186465457,204.260986328125,46862800
2020-04-29,208.79042274932715,212.44104273271532,207.77635836804745,211.50424194335938,48716400
2020-04-30,212.4217711059367,212.5086871402764,209.91077011589803,211.41737365722656,43359500
2020-05-01,207.15835849029943,209.2540846376452,204.4348708995499,205.45860290527344,48795000
2020-05-04,204.22236700355398,208.0757918787727,203.8939929806753,207.85366821289062,32841000
2020-05-05,209.9976575714691,212.60524140247904,209.42785510852917,210.2101287841797,37783100
2020-05-06,211.8905451664548,213.47441195958342,210.6447047459272,211.50424194335938,36455200
2020-05-07,214.227783203125,215.1066254713922,212.8756921027044,214.227783203125,38624800
2020-05-08,215.89852096982384,217.29888863818735,214.86513695921292,217.16368103027344,31852300
2020-05-11,215.84060162875423,220.128621142671,215.60881081589696,219.1049041748047,35714100
2020-05-12,219.70369742245822,220.29281952139905,214.4885145621969,214.51748657226562,41054100
2020-05-13,215.0390149642318,216.92226932530505,209.29266868853594,211.8326416015625,65521200
2020-05-14,210.50954238140108,214.27605119381286,208.59731596406328,214.2374267578125,51549300
2020-05-15,211.2918022538168,215.68607207020938,210.85720737890446,215.6281280517578,55747200
2020-05-18,218.5350885059672,220.85293754879643,217.75281482242545,219.64572143554688,42398100
2020-05-19,219.9064604473071,221.98288077933265,218.95035482044452,219.09521484375,36237300
2020-05-20,221.64488932118866,223.8275308564137,221.62556973619712,223.47019958496094,37417000
2020-05-21,223.51851226475682,224.19455043797876,220.52460997923944,221.03646850585938,43642900
2020-05-22,220.63083144321163,222.00222728846185,219.71335007153678,221.79942321777344,28762400
2020-05-26,225.3727997292555,225.57561855400007,220.9592098134664,221.20065307617188,33055300
2020-05-27,220.86260910029554,222.52373968407574,216.27518777873954,222.4078369140625,55665600
2020-05-28,221.26821820384467,225.47898841837093,221.2102741907014,222.11810302734375,42784300
2020-05-29,222.49475793897298,225.60454775136563,220.93019587272562,225.3727569580078,50691800
2020-06-01,224.50356984357563,226.42544844061516,224.0593078353485,226.04879760742188,25776000
2020-06-02,226.47376580145584,227.62303801560597,224.06898575496044,227.56509399414062,33383400
2020-06-03,228.1735161131128,229.34210788845698,227.29467391199802,228.58880615234375,37228700
2020-06-04,228.24110337725907,229.6511235103212,225.68179643834645,226.985595703125,38716100
2020-06-05,228.13488127688794,232.0752365750301,227.56507878851727,231.48611450195312,47365600
2020-06-08,231.341242413212,233.4079959050743,229.76704254967692,233.28245544433594,32937300
2020-06-09,232.42290957279292,235.82241956935448,232.2394103640105,234.97254943847656,35046300
2020-06-10,236.66265002431913,239.33784506016997,236.14112441042232,237.7926025390625,58084400
2020-06-11,233.8715684089503,235.25261657892358,225.95223359629532,226.0101776123047,72919400
2020-06-12,230.90662587455597,232.1717859431157,223.80820430878626,227.80650329589844,72034800
2020-06-15,224.48425300718134,231.25431566388,223.54745212455148,230.57827758789062,45307400
2020-06-16,235.4361868948059,236.02530912970548,230.9163754426814,234.53802490234375,48890100
2020-06-17,236.03491798055313,237.09727418720422,234.42207882065676,235.2816162109375,34749300
2020-06-18,234.9629162511616,236.16048012506343,234.19030960893033,235.91903686523438,30578600
2020-06-19,238.28516693757643,238.545929772462,234.15165969776925,235.88040161132812,49422100
2020-06-22,235.74881154787224,238.83498729885778,235.4585876156787,238.709228515625,24068700
2020-06-23,240.30552457394563,242.9756881450079,239.75408432827294,240.74087524414062,32767400
2020-06-24,239.98624113416216,241.21490982146324,234.27827785162066,235.77783203125,46032400
2020-06-25,235.86489367126862,238.32221622606886,233.2914667923714,238.02230834960938,36940800
2020-06-26,237.78047708316166,237.9546262115426,231.8790108584563,232.4014434814453,52824600
2020-06-29,232.15960348353906,234.94587171799836,229.62488237489666,234.93618774414062,34377800
2020-06-30,234.86838732361534,240.08295437079153,234.68456903381312,239.5411834716797,38909200
2020-07-01,239.57991294446583,243.33363299913958,239.03814195969892,242.337158203125,34689200
2020-07-02,244.7847987487362,245.9941141912671,243.51743852690805,243.9818115234375,31956500
2020-07-06,247.13571430450963,250.50244454595202,247.11636112297572,249.98004150390625,34589000
